judul,konten,,
"Soal Rencana Pemerintah Naikkan Gaji PNS 5 Persen, Ini Kata Prabowo - Kompas.com",", JAKARTA, KOMPAS.com - Bakal calon presiden sekaligus Ketua Umum Partai Gerindra  Prabowo Subianto mengatakan, segala bentuk program atau kebijakan pemerintah untuk membantu dan meringankan penderitaan masyarakat Indonesia adalah baik.“Kalau setiap usaha untuk kesejahteraan PNS, guru ABRI, itu tentunya baik dan bagus,"" ujar Prabowo di Kantor PBNU, Jakarta, Kamis (16/8/2018), menanggapi rencana pemerintah yang untuk menaikkan gaji pokok dan pensiun pokok bagi para aparatur negara pada 2019 mendatang.Baca juga: Tahun Depan, Pemerintah Akan Naikkan Gaji PNS Sebesar 5 PersenPrabowo menuturkan, saat ini problem terkini yang dihadapi bangsa Indonesia, yakni masalah di bidang ekonomi.Seperti, persoalan kemiskinan, menciptakan suatu ekonomi yang lebih adil, serta stabilitas harga-harga kebutuhan pangan yang terjangkau.""Yang penting kemampuan ekonomi kita dan ingat rakyat Indonesia miskin harus diperbaiki,” tuturnya.Baca juga: Perubahan Skema Gaji, PNS Bakal Dapat Tunjangan KemahalanDiberitakan, pemerintah berencana menaikkan gaji pokok dan pensiun pokok bagi para aparatur negara pada 2019 mendatang.Rencana itu bakal dimasukkan dalam Rancangan Anggaran Pendapatan dan Belanja Negara (RAPBN) 2019.""Pada 2019, pemerintah akan menaikkan gaji pokok dan pensiun pokok bagi aparatur negara serta pensiunan sebesar rata-rata 5 persen,"" ucap Presiden Joko Widodo (  Jokowi) dalam Rapat Paripurna RAPBN 2019 di Gedung DPR-RI, Senayan, Jakarta, Kamis.Baca juga: Gaji Polisi Kurang, Wakapolri Sambut Baik Rencana Kenaikan Gaji PNSRencana tersebut dicanangkan pemerintah lantaran untuk melanjutkan tren positif yang terjadi pada birokrasi selama 2018.Pada 2018, pemerintah telah melakukan percepatan pelaksanaan reformasi di 86 kementerian/lembaga (K/L) guna memberikan pelayanan publik yang lebih mudah, baik, dan cepat, serta transparan.",,
Kenapa Laman Kompas.com Berbeda Hari Ini? - Kompas.com,", PEMBACA yang budiman, Anda barangkali bertanya, ada apa dengan laman Kompas.com yang terlihat berbeda hari ini.Kami memang sengaja membuatnya berbeda dalam tiga hari mendatang, mulai hari ini sampai 18 Agustus lusa bertetapan dengan pembukaan Asian Games.Coretan yang Anda lihat di laman Kompas.com, di bagian atas, background, dan bagian bawah adalah karya tiga perupa Indonesia, yaitu Wulang Sunu, Anto Motulz, dan Reza Mustar. Baca juga: Kompas.com Merayakan Kolaborasi Bersama Anto Motulz, Wulang Sunu, dan Reza Mustar Mereka kami undang untuk mewarnai laman kompas.com dengan satu tujuan: merayakan kolaborasi. Kami ingin mengajak pembaca kompas.com untuk merayakan kolaborasi dalam tiga hari ini.Dua alasanAda dua alasan. Pertama, kami ingin merayakan kolaborasi internal empat Kompas atau 4K, yaitu Kompas cetak, Kompas.com, Kompas.id, dan Kompas TV.Secara internal, tahun ini adalah sejarah bagi 4K. Untuk pertama kali 4K tinggal dalam satu rumah di Menara Kompas. Cetak dan online bahkan kini bekerja dalam satu lantai tanpa sekat.Sementara, dengan Kompas TV, kami hanya dihubungkan dengan tangga di tengah ruangan. Sebelumnya, kami tinggal terpisah. Kini kami pulang ke rumah bersama.Kenapa kami harus tinggal dalam “satu rumah”? Kolaborasi. Kami ingin merekatkan lebih rapat lagi kerja-kerja kolaboratif di ruang redaksi. Itu akan sangat terbantu jika kami tinggal dalam satu ruangan.Era digital bukan lagi era kompetisi, tapi kolaborasi, yaitu sebuah sikap aktif untuk bekerja sama satu sama lain demi mencapai sebuah tujuan. Kompas cetak, online, dan TV kini saling mengisi satu sama lain demi bisa menghadirkan informasi yang tidak hanya kredibel, tapi juga multimedia.Interaksi antar-kami akan saling memperkaya perspektif. Dengan perspektif yang kaya, kami berharap makin jernih menyajikan informasi kepada pembaca.Tidak hanya 4K yang mengayunkan langkah kolaboratif, tapi juga Kompas Gramedia sebagai sebuah korporasi. Kami melakukan konsolidasi internal secara korporat untuk bergerak bersama, saling bersinergi mendukung satu sama lain menghadapi tantangan baru di era digital yang penuh dengan perubahan-perubahan baru setiap saat.Kedua, secara eksternal, kami ingin menularkan semangat kolaboratif ini kepada semua anak negeri di tanah air tercinta ini. Indonesia membutuhkan semangat kolaboratif itu untuk maju bersama.Terlebih, mesin-mesin politik mulai memanas setelah dua pasangan calon presiden dan wakil presiden secara definitif mendaftarkan diri ke Komisi Pemilihan Umum untuk berlaga di pemilihan presiden tahun depan.Pada kolaborasi terkandung semangat saling menghargai perbedaan, pantang menyerah mengatasi tantangan, dan selalu opitmistis memandang masa depan.Masyarakat di akar rumput telah terpolarisasi sejak ajang Pilpres 2014 lalu dan dipertajam dengan Pilkada DKI Jakarta pada 2017.Kami ingin mengajak seluruh masyarakat Indonesia untuk bergandengan tangan dan bergerak menuju kebaikan bersama, Indonesia sejahtera. Oleh karena itu, kami memandang, perayaan yang paling tepat atas kolaborasi ini adalah pada ulang tahun ke-73 Republik Indonesia, 17 Agustus 1945. Kemerdekaan Indonesia adalah puncak kolaborasi perjuangan rakyat seluruh Nusantara membebaskan diri dari penjajahan.Bukan kebetulan pula jika sehari setelah Hari Kemerdekaan, 18 Agustus, pesta olahraga Asia, Asian Games, dimulai di Jakarta dan Palembang. Ini momen yang baik untuk mewujudnyatakan kolaborasi kita sebagai bangsa dalam bentuk dukungan kepada para atlet yang berlaga.SeniNah, untuk merayakan kolaborasi ini, Kompas.com membiarkan dirinya menjadi ruang ekspresi tiga seniman visual. Kenapa seni menjadi ekspresi dari perayaan kolaborasi ini?Seni adalah ekspresi kreativitas tanpa batas. Ini menandai semangat Kompas.com, 3K dan Kompas Gramedia untuk membangun spirit kolaborasi tanpa batas demi mencapai tujuan bersama.?Kami ingin mengajak pembaca yang budiman, juga seluruh masyarakat Indonesia untuk saling bergandengan tangan, melepaskan permusuhan, berdiri di bumi pertiwi ini atas nama satu Indonesia.Kolaborasi bersama 3 perupa ini merupakan pembuka dari sebuah kolaborasi besar yang akan kami rayakan bersamaan dengan ulang tahun Kompas.com pada 14 September mendatang.Nantikan kolaborasi besar Kompas.com selanjutnya.",,
"Pidato, Ketua DPR Keliru Sebut Nama Belakang Megawati - Kompas.com",", JAKARTA, KOMPAS.com — Ketua DPR RI Bambang Soesatyo sempat salah menyebut nama Presiden kelima RI Megawati Soekarnoputri dalam pidato pembukaan Sidang Bersama DPR dan DPD d Kompleks Parlemen, Senayan, Jakarta, Kamis (16/8/2018).Awalnya, Bambang menyapa Presiden Joko Widodo dan Wakil Presiden Jusuf Kalla yang hadir dalam sidang tersebut.Kemudian Bambang menyapa Megawati, namun ia keliru saat menyebut nama belakang Ketua Umum PDI-P itu.Baca juga: Ketua MPR: Pak Presiden, Ada Titipan dari Emak-emak agar Harga Bahan Pokok Terjangkau""Yang kami hormati Presiden Indonesia kelima Ibu Hajah Megawati Soekarnoputra...,"" ujar Bambang.Sontak anggota Dewan yang mendengar bertepuk tangan.Bambang segera meralat ucapannya itu sambil menyebut Megawati dengan sebutan ibunda.""Putri maksud saya. Maaf, Ibunda. Biar lebih afdal saya ulang. Kepada yang terhormat Presiden Indonesia kelima Ibu Hajah Megawati Soekarnoputri,"" ralat Bambang.Baca juga: Buka Sidang Tahunan, Ketua MPR Sapa Muhaimin sebagai CawapresSetelah meralat, Bambang melanjutkan pidatonya dengan menyapa sejumlah pejabat tinggi negara, yakni Ketua MPR Zulkifli Hasan, Wakil Ketua MPR Ahmad Basarah, Mahyudin, Ahmad Muzani, dan EE Mangindaan.Namun, Bambang kembali keliru saat menyebut jabatan Muhaimin Iskandar. Bambang menyebut Muhaimin sebagai Ketua MPR, bukan sebagai Wakil Ketua MPR.""Yang saya hormati Ketua MPR Saudara Muhaimin Iskandar...,"" ucap Bambang.Ia pun berhenti sejenak sambil kembali membaca naskah pidatonya.""Oh ini tulisannya ketua. Yang kami hormati Wakil Ketua MPR saudara Muhaimin Iskandar,"" kata politisi Partai Golkar itu.",,
Prabowo Ingin Bertemu Presiden Jokowi Sebelum Pilpres - Kompas.com,", JAKARTA, KOMPAS.com — Bakal calon presiden sekaligus Ketua Umum Partai Gerindra  Prabowo Subianto mengungkapkan keinginannya untuk bertemu Presiden Joko Widodo sebelum Pilpres 2019.Hal itu ia katakan setelah bertemu Wakil Presiden Jusuf Kalla di rumah dinas Wapres, Jalan Diponegoro, Jakarta Pusat, Rabu (15/8/2018) malam.Dalam pertemuan itu hadir pula calon wakil presiden Sandiaga Uno.""Kami juga akan minta waktu (untuk bertemu) Pak  Jokowi,"" ujar Prabowo saat memberikan keterangan seusai pertemuan.Baca juga: Maju Pilpres 2019, Prabowo-Sandiaga Minta Restu Jusuf KallaPrabowo mengatakan, dirinya ingin melaksanakam demokrasi yang baik dan mengedepankan nilai-nilai kesantunan.Meski menjadi rival dalam kontestasi Pilpres 2019, nilai-nilai persahabatan dan kekeluargaan harus tetap dijaga.Pertemuan dengan Presiden Jokowi, kata Prabowo, akan dijadwalkan setelah peringatan HUT RI 17 Agustus 2018.""Kami tetap ingin melaksanakan demokrasi yang dewasa, yang baik, yang santun supaya demokrasi kita kelihatan sangat matang dan dewasa,"" kata Prabowo.Baca juga: Kamis Sore Ini, Prabowo-Sandiaga Dijadwalkan Bertemu Pimpinan PBNUTerkait pertemuannya dengan Jusuf Kalla, Prabowo mengatakan, dirinya meminta restu terkait pencalonannya sebagai capres-cawapres pada Pilpres 2019.Menurut Prabowo, pertemuan itu juga bertujuan untuk menjaga hubungan baik dan kekeluargaan antara dirinya dan Kalla.Kendati Prabowo pernah menjadi pesaing Kalla dalam Pilpres 2009 dan 2014, ia menegaskan tetap menjalin persahabatan dengan politisi senior Partai Golkar itu sejak lama.""Sesuai dengan adat istiadat kita bangsa Indonesia, yang muda datang ke yang lebih senior untuk sowan. Mohon restu kita akan melakukan pekerjaan untuk rakyat kita,"" ucap Prabowo.",,
"Setelah Prabowo, Sandiaga Sambangi Rumah Dinas Jusuf Kalla - Kompas.com",", JAKARTA, KOMPAS.com - Bakal Calon wakil presiden  Sandiaga Uno mendatangi rumah dinas Wakil Presiden  Jusuf Kalla di Jalan Diponegoro, Jakarta Pusat, Rabu (15/8/2018) malam.Sandiaga tiba sekitar pukul 21.00 WIB, tak lama setelah kedatangan bakal calon presiden sekaligus Ketua Umum Partai Gerindra  Prabowo Subianto. Sandiaga tampak mengenakan kemeja berwarna biru dan memakai peci berwarna hitam. Ia sempat melambaikan tangan ke arah wartawan yang meliput di depan pintu gerbang rumah dinas wapres.Baca juga: Jusuf Kalla Sempat Galau Saat Diminta Jadi Ketua Timses Jokowi-MarufSebelumnya, Sekjen Partai Gerindra Ahmad Muzani mengatakan dalam pertemuan itu Prabowo dan Kalla akan membahas  Pilpres 2019.Seperti diketahui, Prabowo telah mendaftar sebagai bakal calon presiden berpasangan dengan bakal calon wakil presiden Sandiaga Uno. Namun, Muzani tidak menjelaskan lebih detail persoalan yang akan dibicarakan dalam pertemuan tersebut. ""Soal pilpres. Dalam tradisi ketimuran kan yang lebih junior datang ke senior kan biasa. Apalagi ada hajat besar maka perlu silaturahim kepada orang yg dihormati dan dituakan. Itu penting,"" kata Muzani.",,
Sekjen Nasdem: Pidato Ketua MPR Genit - Kompas.com,", JAKARTA, KOMPAS.com — Sekjen Partai Nasdem Johnny G Platte menyesalkan pidato Ketua Majelis Permusyawaratan Rakyat (MPR)  Zulkifli Hasan dalam sidang tahunan MPR di Kompleks Parlemen, Senayan, Jakarta, Kamis (16/8/2018).Ia menilai pidato yang disampaikan Zulkfli di hadapan Presiden Joko Widodo itu tidak pantas. ""Kita lihat itu pidato Pak Ketua MPR terlalu genit. Karena pidato itu melebihi tugas MPR. Itu tugas DPR pengawasan, bukan tugas MPR,"" kata Johnny ditemui usai sidang tahunan.""Jadi itu genit. Apalagi, kalau mau menilai kinerja kabinet, lebih genit lagi, tidak layak. Harusnya pidato ketua MPR sesuai fungsi dan tugas MPR. Itu seharusnya,"" tambah dia.Baca juga: Ketua MPR: Kesenjangan Turun Bukan Karena Pendapatan Kelas Bawah NaikSelain keluar dari fungsinya, menurut dia, kritik Zulkifli juga keliru. Zulkifli menyebut bahwa kesenjangan menurun karena turunnya penghasilan masyarakat kelas atas.Namun, menurut anggota Komisi XI DPR ini, kesenjangan justru menurun karena naiknya pendapatan masyarakat kelas bawah.""Dengan naiknya masyarakat kelas bawah, tingkat disparitas mengecil. Tak seperti yang ketua MPR sampaikan. Ketua MPR menafsirkan dari satu sisi dan itu bagian dari ilusi politik,"" kata dia.Sementara itu, mengenai harga bahan pokok yang kerap naik di era pemerintahan  Jokowi, Johnny tak membantahnya. Namun, menurut dia, menurunkan harga bahan pokok memang tidak mudah.Baca juga: Ketua MPR: Pak Presiden, Ada Titipan dari Emak-emak agar Harga Bahan Pokok Terjangkau""Harga bahan pokok nyata, tapi ilusi kalau jadi Presiden terus menurunkan harga-harga itu. Itu mekanisme pasar. Itu bagian dari ilusi juga. Itu masalah bangsa yang harus diatasi bersama,"" kata dia. ",,
Pasangan Prabowo Subianto-Sandiaga Uno Sambangi PBNU - Kompas.com,", JAKARTA, KOMPAS.com - Bakal calon presiden dan wakil presiden Prabowo Subianto-Sandiaga Uno menyambangi pimpinan Pengurus Besar Nahdlatul Ulama ( PBNU) pada Kamis (16/8/2018) sore.  Prabowo tiba di Kantor Pengurus Besar Nahdlatul Ulama (PBNU) Jakarta Pusat, sekitar pukul 15.48 WIB. Mobil Lexus berwarna putih berplat nomor B1710 PSD yang ditumpangi Prabowo langsung masuk ke area Kantor PBNU. Prabowo yang mengenakan setelan baju safari berwarna coklat dan peci hitam langsung masuk ke dalam kantor PBNU. “Sowan keliling ke tokoh-tokoh minta doa restu,” kata Prabowo.Baca juga: Prabowo Ingin Bertemu Presiden Jokowi Sebelum Pilpres Prabowo tiba di Kantor PBNU dan telah disambut oleh Sekjen Partai Gerindra Ahmad Muzani. Sebelumnya bakal calon wakil presiden Sandiaga Uno telah datang terlebih dahulu di kantor PBNU sekitar pukul 15.27 WIB. Sandi yang mengenakan kemeja biru dan peci hitam langsung masuk ke dalam gedung PBNU. Sekjen Partai Gerindra Ahmad Muzani sebelumnya, menuturkan bahwa pertemuan tersebut merupakan lanjutan dari pertemuan antara Prabowo dan Ketua Umum PBNU Said Aqil Siradj sebelum pendaftaran capres-cawapres, Senin (16/7/2018) lalu.Baca juga: Maju Pilpres 2019, Prabowo-Sandiaga Minta Restu Jusuf Kalla ""Ini bagian dari lanjutan yang pertemuan awal. Ya kan dulu kami datang ke PBNU,"" kata Muzani. Pasangan Prabowo Subianto-Sandiaga Uno direncanakan sowan ke sejumlah organisasi massa setelah pendaftaran capres-cawapres. Pimpinan Pusat Muhammadiyah menjadi ormas pertama yang dikunjungi.  Prabowo-Sandiaga berkunjung ke Kantor PP Muhammadiyah di Menteng, Jakarta Pusat, Senin (13/8/2018).",,
"Kamis Sore Ini, Prabowo-Sandiaga Dijadwalkan Bertemu Pimpinan PBNU - Kompas.com",", JAKARTA, KOMPAS.com — Calon presiden sekaligus Ketua Umum Partai Gerindra  Prabowo Subianto dijadwalkan bertemu pimpinan Pengurus Besar Nahdlatul Ulama (PBNU) pada Kamis (16/8/2018) sore.Dalam pertemuan itu, Prabowo akan didampingi calon wakil presiden  Sandiaga Uno.""Besok (Kamis) Pak Prabowo ke PBNU pukul 16.00,"" ujar Sekjen Partai Gerindra Ahmad Muzani saat ditemui di kediaman Prabowo, Jakarta Selatan, Rabu (15/8/2018) malam.Namun, Muzani tidak mengungkapkan hal apa saja yang akan dibicarakan dalam pertemuan tersebut.Baca juga: Maju Pilpres 2019, Prabowo-Sandiaga Minta Restu Jusuf KallaIa hanya menuturkan bahwa pertemuan tersebut merupakan lanjutan dari pertemuan antara Prabowo dan Ketua Umum PBNU Said Aqil Siradj sebelum pendaftaran capres-cawapres, Senin (16/7/2018) lalu.""Ini bagian dari lanjutan yang pertemuan awal. Ya kan dulu kami datang ke PBNU,"" kata Muzani.Pasangan Prabowo Subianto-Sandiaga Uno direncanakan sowan ke sejumlah organisasi massa setelah pendaftaran capres-cawapres.Pimpinan Pusat Muhammadiyah menjadi ormas pertama yang dikunjungi. Prabowo-Sandiaga berkunjung ke Kantor PP Muhammadiyah di Menteng, Jakarta Pusat, Senin (13/8/2018).Wakil Ketua Umum Partai Gerindra Fadli Zon mengungkapkan, pasangan Prabowo-Sandiaga juga berharap bisa berkunjung ke kantor PBNU. Permintaan untuk berkunjung pun sudah diajukan.""Sebetulnya kami minta waktu ke PBNU dulu tapi belum ada jawaban,"" kata Fadli.Baca juga: Kepada Prabowo, Muhammadiyah Titip Pesan yang Sama Seperti ke JokowiAdapun dalam kunjungan ke PBNU, menurut Fadli, pasangan Prabowo-Sandi akan meminta masukan dan wejangan.""Sebelum ada kontestasi kan bagus. Menerima masukan masukan, wejangan nasihat,"" kata dia.Sementara itu, Said Aqil Siradj menyatakan, pihaknya terbuka dengan kedatangan calon presiden Prabowo Subianto yang diusung Partai Gerindra, PKS, PAN, dan Partai Demokrat.""Silakan, kami terbuka, monggo,"" kata Said Aqil Siradj di Kantor PBNU, Senen, Jakarta, Selasa (14/8/2018).",,
"Maju Pilpres 2019, Prabowo-Sandiaga Minta Restu Jusuf Kalla - Kompas.com",", JAKARTA, KOMPAS.com - Bakal calon presiden sekaligus Ketua Umum Partai Gerindra Prabowo Subianto dan bakal calon wakil presiden Sandiaga Uno bertemu Wakil Presiden  Jusuf Kalla di rumah dinas wakil presiden, Jalan Diponegoro, Jakarta Pusat, Rabu (15/8/2018).Prabowo mengatakan, dalam pertemuan yang terjadi sekitar 40 menit itu, keduanya hanya bersilaturahim ke Jusuf Kalla yang dinilai sebagai politisi senior.Selain itu Prabowo juga meminta restu mantan Ketua Umum Partai Golkar itu, terkait pendaftarannya sebagai capres-cawapres pada  Pilpres 2019.""Sesuai dengan adat istiadat kita bangsa Indonesia, yang muda datang ke yang lebih senior untuk sowan. Mohon restu kita akan melakukan pekerjaan untuk rakyat kita,"" ujar Prabowo saat memberikan keterangan seusai pertemuan.Baca juga: Jusuf Kalla Sempat Galau Saat Diminta Jadi Ketua Timses Jokowi-MarufMenurut Prabowo, pertemuan itu juga bertujuan untuk menjaga hubungan baik dan kekeluargaan antara dirinya dan Kalla.Kendati Prabowo pernah menjadi pesaing Kalla dalam Pilpres 2009 dan 2014, namun ia menegaskan tetap menjalin persahabatan sejak lama.""Kami tetap ingin melaksanakan demokrasi yang dewasa, yang baik, yang santun supaya demokrasi kita kelihatan sangat matang dan dewasa,"" kata Prabowo.Baca juga: Jusuf Kalla Menolak Jadi Ketua Tim Pemenangan Jokowi-Maruf AminPada kesempatan yang sama, Kalla menuturkan bahwa mereka membicarakan pemilu yang baik, jujur, adil dan demokratis.Sebagai wakil presiden, kata Kalla, ia tidak dapat berpihak hanya pada salah satu pasangan saja.""Itulah yang kami bicarakan. Saya ini sebagai wapres harus berada di semua pihak, tidak bisa berpihak. Sebagai politisi bisa saja kita berpihak tapi sebagai wapres harus menjaga hubungan dengan seluruh elemen bangsa,"" kata Kalla.",,
Ketua DPR: Kapolri Ajukan Kapolda Metro Jaya Idham Azis Jadi Wakapolri - Kompas.com,", JAKARTA, KOMPAS.com - Ketua DPR RI Bambang Soesatyo mengungkapkan bahwa dirinya telah mendengar sosok pengganti Syafruddin sebagai Kepala Polri ( Wakapolri).Diketahui Syafruddin telah mengundurkan diri dari Polri sebelum dilantik sebagai Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PAN-RB) pada Rabu (15/8/2018) pagi, di Istana Negara, Jakarta.Baca juga: Mabes: Nama-nama Calon Wakapolri yang Beredar Hanyalah IsuMenurut Bambang, Kapolri Jenderal Tito Karnavian telah mengajukan  Kapolda Metro Jaya Irjen  Idham Azis sebagai Wakapolri.""Saya mendengar Pak Kapolri sudah mengajukan nama Idham,"" ujar Bambang saat ditemui di Kompleks Parlemen, Senayan, Jakarta, Kamis (16/8/2018).Kendati demikian, Bambang tidak dapat memastikan apakah nantinya jabatan  wakapolri akan dipegang oleh Idham.Baca juga: Menurut IPW, Posisi Wakapolri Biasanya Diberikan ke Bintang TigaIa mengatakan, keputusan tersebut sepenuhnya tergantung pada persetujuan Presiden Joko Widodo.""Ya saya mendengar informasinya begitu tapi soal jadi atau tidaknya itu kan tergantung pak Presiden,"" kata Bambang.Sebelumnya, Kepala Biro Penerangan Masyarakat Polri Brigjen Pol Mohammad Iqbal mengatakan, Kapolri memiliki hak prerogatif untuk menunjuk Wakapolri.Baca juga: Ini Kriteria Calon Wakapolri Pengganti SyafruddinLebih lanjut, kata Iqbal, kriteria pengganti Syafruddin akan dipilih dari perwira tinggi Polri.“Sampai saat ini belum ada putusan dari pimpinan, karena jabatan Wakapolri tersebut adalah murni hak prerogatif bapak Kapolri,” kata Iqbal di Mabes Polri, Rabu (15/8/2018).“Tapi kita prediksi tidak lama lagi pak Kapolri segera menunjuk siapa Wakapolri yang akan mendampingi bapak Kapolri mengawaki institusi Polri,” sambung Iqbal.",,
"Jadi Cawapres Jokowi, Kekayaan Ma'ruf Amin Mencapai Rp 11,6 M - Kompas.com",", JAKARTA, KOMPAS.com — Komisi Pemberantasan Korupsi (KPK) merilis laporan  harta kekayaan calon wakil presiden  Ma'ruf Amin di situs elhkpn.kpk.go.id, Kamis (16/8/2018).  Dilansir dari dokumen yang diunduh dari situs tersebut, Ma'ruf memiliki total kekayaan mencapai Rp 11.645.550.894. Total kekayaan itu setelah dikurangi oleh utang sebesar Rp 657.584.431.Kekayaan Ma'ruf mencakup pada harta berupa tanah dan bangunan, alat transportasi dan mesin, harta bergerak lainnya, serta kas dan setara kas.Baca juga: Cak Imin Sebut Banyak Pendukung Ahok Salah Paham dengan Maruf Amin Ma'ruf memiliki total 10 bidang tanah dan bangunan yang tersebar di Kota Depok dan Jakarta Utara. Adapun total nilai tanah dan bangunannya mencapai Rp 6.978.500.000.Ia juga memiliki 2 kendaraan dengan nilai total mencapai Rp 1.677.900.000. Dua kendaraan itu adalah Toyota Alphard 2.5 G AT Tahun 2018 senilai Rp 1,1 miliar dan Toyota Fortuner 2.4 VRZ 4x2 AT Tahun 2017 senilai Rp 527.900.000 Harta bergerak lainnya yang dimiliki Ma'ruf senilai Rp 226 juta. Ia tercatat tak memiliki surat berharga dan harta lainnya. Di sisi lain, ia memiliki harta berupa kas dan setara kas senilai Rp 3.470.735.325 ",,
Upaya Positif untuk Menyetarakan Kesenjangan Bernegara - Kompas.com,", JAKARTA, KOMPAS.com - Dominasi suatu kelompok saat berkuasa kerap kali menyebabkan kesenjangan dalam bernegara. Ini menyebabkan hak-hak atas fasilitas negara semakin sedikit dinikmati kelompok minoritas.Akibatnya, hanya kelompok tertentu yang memiliki akses terhadap sistem demokrasi.Eun Sook Jung, seorang profesor dari Universitas Wisconsin-Eau Clair, Amerika Serikat, mengatakan bahwa negara-negara di dunia memang mengalami kesulitan untuk menyeimbangkan hak-hak bernegara antara kelompok mayoritas dengan minoritas. Menurut Jung, di sinilah ""jalan tengah"" mengambil peran untuk mengatasi masalah tersebut. Gagasan ini menjadi bahasan dalam acara World Peace Forum ketujuh, di mana Eun Sook menjadi peserta. Forum ini diselenggarakan di Hotel Sultan, Jakarta, Kamis (16/8/2018). Para peserta sepakat bahwa jalan tengah adalah orientasi terhadap nilai positif dalam kehidupan.Baca: Jalan Tengah, Kunci Perdamaian Dunia...Nilai-nilai positif tersebut dapat berupa keadilan, toleransi, kerja sama, inklusi, dan kompromi. Profesor yang ahli di bidang Indonesia dan Islam di Tanah Air ini kemudian memberi contoh bagaimana mengaplikasikan jalan tengah untuk mengatasi kesenjangan bernegara antara kelompok mayoritas dengan minoritas. ""Ketika kami membicarakan tentang jalan tengah, maksudnya cobalah melakukan upaya positif untuk mencari titik temu di mana sebagian besar hak mayoritas dan minoritas terpenuhi,"" kata Jung, dalam gagasan yang disampaikan dalam bahasa Inggris. ""Hal itu akan membutuhkan kompromi karena tidak semua orang akan mendapatkan apa yang mereka inginkan,"" ujar dia. Menurut Jung, upaya tersebut akan turut menanamkan toleransi kepada publik. Beriringan pula, sistem demokrasi juga akan ikut membaik. Baca juga: Din Syamsuddin: Pancasila dan Bhineka Tunggal Ika adalah Jalan TengahAmbisi besarnya adalah, jalan tengah dapat menciptakan koeksistensi, di mana semua pihak dapat hidup damai. Para peserta forum tersebut yakin bahwa jalan tengah dapat menjadi kunci  perdamaian dunia. Oleh sebab itu, mereka berkomitmen untuk mengaplikasikannya di bidang yang menjadi keahliannya melalui komunitas masing-masing.Tahun ini, WPF membicarakan tentang pandangan jalan tengah untuk peradaban dunia (The Middle Path for The World Civilizations). Forum yang diselenggarakan pada 14-16 Agustus 2018 tersebut diikuti oleh sekitar 250 orang dari 43 negara yang berasal dari beragam profesi, seperti akademisi, aktivis, dan tokoh agama.",,
"Di PBNU, Prabowo-Sandiaga Promosikan OK OCE - Kompas.com",", JAKARTA, KOMPAS.com - Bakal calon presiden sekaligus Ketua Umum Partai Gerindra  Prabowo Subianto dan bakal calon wakil presiden Sandiaga Uno menyambangi pimpinan Pengurus Besar Nahdlatul Ulama (PBNU) pada Kamis (16/8/2018) sore. Dalam pertemuan tersebut, pasangan Prabowo-Sandiaga juga menyampaikan program yang akan diterapkan jika memperoleh amanah memimpin Indonesia dalam waktu lima tahun ke depan. Program tersebut adalah  OKE OCE (One Kecamatan One Center for Entrepreneurship) yang juga diterapkan di provinsi DKI Jakarta. “Disinggung program OKE OCE bisa disandingkan dengan kegiatan santri, sehingga nanti di pesantren dan di beberapa tempat-tempat pelatihan wirausaha ini bisa digunakan untuk membuka lapangan kerja seluas-luasnya,” tutur bakal calon wakil presiden Sandiaga Salahuddin Uno di Kantor PBNU, Jakarta.Baca juga: Jika Menang, Sandiaga Bakal Lanjutkan Program OK OCE ke Tingkat Nasional Sandiaga juga menyampaikan, dalam pertemuan dengan pimpinan PBNU membahas program-program untuk menumbuhkan sikap kewirausahaan untuk para santri. “Kita sampaikan akan menggagas satu program adaptasi program OK OCE santri preuner, dimana akan ada pelatihan, pendampingan akan ada kemudahan pemasaran, akan ada kemudahan untuk perizinan, pelaporan keuangan,” tutur Sandiaga. Pada kesempatan itu, Sandiaga juga menyampaikan komitmennya untuk menciptakan pengusaha dari kaum santri dan akan memberikan akses permodalan untuk berwirausaha.Baca juga: Polda Metro Jaya Tunda Penyelidikan Kasus Sandiaga Uno Di sisi lain, kata Sandiaga, dalam pertemuan dengan pimpinan PBNU itu, mereka saling bertukar pikiran mengenai masalah terkini yang dihadapi bangsa Indonesia, terutama masalah di bidang ekonomi. Misalnya, persoalan kemiskinan, menciptakan suatu ekonomi yang lebih adil, serta stabilitas harga-harga kebutuhan pangan yang terjangkau. “Ini (persoalan ekonomi) merupakan concern kita bersama, tapi kita tidak ingin menyalahkan kebijakan (pemerintah) tertentu, tapi kita sepakat bersama-sama bergandeng tangan untuk memikirkan kondisi bangsa kita,” kata Sandiaga. “Bisa menciptakan percepatan pembangunan dan memperbaiki kebijakan-kebijakan yang belum berpihak kepada kemandirian ekonomi dan belum berpihak pada perjuangan bersama rakyat,” sambung Sandiaga.",,
